delivery_id,distance_km,package_weight_kg,delivery_type,vehicle_type,traffic_condition,weather,time_of_day,day_of_week,driver_experience_years,num_stops,is_priority,package_fragile,delivery_zone,customer_rating,fuel_cost,delivery_time_hours
DEL01834,4.11,5.64,Standard,Carro,Médio,Chuva Leve,Tarde,Seg-Qui,1,1,No,Yes,Urbana,2.24,6.16,19.27
DEL00874,0.03,4.16,Standard,Carro,Baixo,Chuva Forte,Tarde,Seg-Qui,2,1,Yes,No,Urbana,3.37,5.96,12.49
DEL00824,17.19,8.67,Economy,van,Médio,Nublado,Madrugada,Seg-Qui,1,1,No,Yes,Urbana,2.81,6.29,27.27
DEL00227,20.19,0.39,Economy,Moto,Baixo,Nublado,Manhã,Seg-Qui,,2,Yes,No,Urbana,,6.37,12.35
DEL02089,24.22,3.97,Economy,Moto,Baixo,Ensolarado,Manhã,Seg-Qui,5,4,No,No,Urbana,2.82,6.67,24.79
DEL02094,10.29,7.06,Express,Moto,Congestionado,Nublado,Tarde,Seg-Qui,9,1,No,Yes,Suburbana,3.14,5.4,16.89
DEL00944,175.44,6.08,Standard,Van,Médio,Ensolarado,Tarde,Sexta,3,2,Yes,No,Suburbana,3.57,6.01,15.28
DEL01567,6.85,11.31,Economy,Van,Alto,Ensolarado,Tarde,Sábado,7,1,No,Yes,Suburbana,3.58,6.05,36.33
DEL02245,2.64,4.67,Standard,Moto,Alto,Chuva Forte,Tarde,Seg-Qui,3,1,Yes,No,Urbana,3.62,5.38,16.0
DEL00689,3.99,9.53,Economy,Caminhão,Congestionado,Nublado,Manhã,Domingo,0.5,2,No,Yes,suburbana,3.22,6.18,45.35
DEL00916,10.98,2.81,Standard,Moto,Baixo,Ensolarado,Manhã,Sexta,3,1,Yes,No,Urbana,3.18,6.9,0.5
DEL00091,18.27,,Standard,Carro,Médio,Nublado,Tarde,Seg-Qui,4,1,No,No,Urbana,2.87,5.06,13.79
DEL01137,3.11,8.09,Standard,Carro,Alto,Nublado,Noite,Sexta,7,1,Yes,Yes,Urbana,2.42,4.03,16.38
DEL01383,17.31,9.56,Economy,Carro,Médio,Ensolarado,Manhã,Seg-Qui,3,3,Yes,No,Rural,3.55,3.68,22.76
DEL01909,13.07,7.53,Economy,Carro,Baixo,Nublado,Noite,Seg-Qui,7,1,No,No,Urbana,3.31,6.34,23.87
DEL01320,21.81,7.81,Standard,Moto,Baixo,Ensolarado,Madrugada,Seg-Qui,5,8,No,No,Suburbana,3.62,5.8,16.25
DEL01118,,5.21,Standard,Moto,Alto,Ensolarado,Tarde,Seg-Qui,1,1,Yes,No,Rural,2.73,,8.52
DEL02464,33.91,4.01,Standard,Caminhão,Congestionado,Ensolarado,Manhã,Seg-Qui,4,2,No,No,Rural,3.22,6.8,35.79
DEL01548,17.52,6.15,Standard,Carro,Baixo,Ensolarado,Madrugada,Sexta,6,1,No,Yes,Urbana,2.2,4.61,8.53
DEL02130,14.16,3.79,Standard,Moto,Alto,Ensolarado,Manhã,Seg-Qui,6,3,Yes,No,Suburbana,3.63,5.61,11.76
DEL00504,8.6,1.93,Standard,Moto,Médio,Chuva Leve,Tarde,Sexta,3,2,No,Yes,Urbana,2.34,4.79,16.56
DEL00035,17.45,3.11,Economy,Van,Médio,Nublado,Tarde,Seg-Qui,3,4,No,No,Urbana,3.15,6.86,31.8
DEL01424,19.96,7.42,Express,Moto,Médio,Tempestade,Tarde,Sábado,,3,No,No,Urbana,3.42,5.44,32.85
DEL00451,26.78,9.51,Economy,Carro,Alto,Ensolarado,Noite,Sexta,9,1,Yes,Yes,Suburbana,3.94,3.96,28.37
DEL00026,1.17,7.94,Standard,Carro,Baixo,Ensolarado,Manhã,Seg-Qui,3,2,No,No,Urbana,2.43,6.14,13.7
DEL02141,1.83,1.42,Express,Moto,Baixo,Nublado,Noite,Seg-Qui,8,1,No,Yes,Urbana,2.22,4.87,0.5
DEL00273,26.44,4.48,Standard,Moto,Baixo,Chuva Forte,Madrugada,Seg-Qui,10,1,No,Yes,Suburbana,2.96,,10.7
DEL01293,6.53,1.71,Standard,Carro,Alto,Chuva Leve,Tarde,Seg-Qui,9,1,No,Yes,Suburbana,2.37,5.07,14.66
DEL02430,15.41,5.65,Economy,Moto,Baixo,Nublado,Manhã,Seg-Qui,6,2,Yes,No,Suburbana,4.13,6.3,15.99
DEL00956,25.44,4.1,Standard,Moto,Alto,Ensolarado,Tarde,Sábado,6,2,Yes,No,Rural,2.82,5.02,18.91
DEL00390,14.58,2.63,Economy,Moto,Baixo,Chuva Leve,Manhã,Sábado,5,1,No,Yes,Urbana,3.69,6.36,19.77
DEL02445,1.15,5.61,Standard,Caminhão,Alto,Ensolarado,Tarde,Seg-Qui,0.5,3,No,No,Urbana,3.4,5.83,24.63
DEL01429,11.53,,Standard,Carro,Médio,Nublado,Tarde,Seg-Qui,1,1,Yes,Yes,Suburbana,2.83,3.83,10.91
DEL00801,19.2,1.07,Economy,Moto,Congestionado,Chuva Forte,Madrugada,Sábado,5,2,No,No,Urbana,2.65,4.58,41.03
DEL00494,18.42,7.12,Express,Carro,Baixo,Ensolarado,Madrugada,Seg-Qui,1,3,No,Yes,Urbana,3.22,5.48,6.2
DEL01417,2.81,7.84,Standard,Van,Alto,Chuva Leve,Manhã,Sexta,3,4,Yes,Yes,Suburbana,3.44,5.78,23.24
DEL01418,,3.28,Economy,Van,Médio,Nublado,Noite,Seg-Qui,1,8,No,No,Urbana,2.99,6.14,36.69
DEL00049,18.9,2.17,Economy,Moto,Baixo,Nublado,Noite,Seg-Qui,3,2,Yes,No,Urbana,2.63,4.24,12.67
DEL00392,22.35,3.11,Economy,Carro,Médio,Ensolarado,Tarde,Sábado,2,1,No,No,Rural,2.49,4.54,29.75
DEL01378,26.34,8.19,Express,Moto,Alto,Chuva Leve,Tarde,Seg-Qui,5,1,No,Yes,Urbana,4.14,5.19,17.78
DEL00570,4.11,7.58,Economy,Moto,Alto,Ensolarado,Manhã,Sábado,1,1,No,No,Urbana,3.9,6.19,22.42
DEL02220,15.36,9.3,Standard,Caminhão,,Ensolarado,Madrugada,Sexta,3,2,No,Yes,Urbana,2.33,4.83,27.21
DEL01920,16.23,8.59,Standard,Moto,Alto,Nublado,Tarde,Seg-Qui,9,3,No,No,Rural,3.61,,18.55
DEL01948,0.68,2.69,Economy,Carro,Baixo,Ensolarado,Tarde,Sexta,3,1,No,Yes,Urbana,3.25,5.22,22.34
DEL01751,13.75,1.8,Express,Carro,,Nublado,Manhã,Sábado,5,1,No,Yes,Urbana,3.04,4.74,9.34
DEL01155,10.06,3.28,Standard,Moto,Médio,Ensolarado,Noite,Sábado,3,2,No,No,Suburbana,3.43,4.48,13.38
DEL00251,26.23,13.07,Standard,Van,,Ensolarado,Tarde,Seg-Qui,4,1,No,No,Urbana,2.99,5.84,31.83
DEL02239,32.05,0.15,Economy,Carro,Alto,Chuva Forte,Noite,Seg-Qui,4,3,No,Yes,Urbana,2.49,6.18,39.19
DEL02254,30.15,9.45,Standard,Carro,Alto,Ensolarado,Manhã,Sexta,2,2,No,No,Urbana,2.57,4.52,24.36
DEL01653,1.72,7.71,Economy,Van,Alto,Ensolarado,Manhã,Seg-Qui,10,2,No,No,Suburbana,3.16,5.67,24.64
DEL01472,1.0,1.13,Standard,Carro,Alto,Nublado,Noite,Seg-Qui,2,4,No,No,Suburbana,2.98,6.25,21.55
DEL00853,0.63,3.28,Standard,Carro,Baixo,Ensolarado,  Manhã ,Seg-Qui,9,2,No,Yes,Urbana,2.81,5.82,6.52
DEL00310,36.33,4.39,standard,Moto,Baixo,Nublado,Manhã,Seg-Qui,2,1,No,No,Urbana,3.58,5.26,12.15
DEL00309,18.15,1.65,Standard,Carro,Congestionado,Ensolarado,Noite,Sexta,4,2,No,No,Suburbana,3.3,5.69,26.48
DEL00262,22.39,1.26,Express,Moto,Baixo,Ensolarado,Madrugada,Seg-Qui,1,2,No,No,Urbana,3.04,5.58,4.06
DEL01175,24.61,11.51,Express,Van,Alto,Ensolarado,Tarde,Seg-Qui,3,1,No,Yes,Urbana,3.93,6.67,17.85
DEL01966,5.22,6.12,Economy,Van,Baixo,Ensolarado,Manhã,Seg-Qui,3,2,Yes,Yes,Suburbana,2.98,4.88,14.38
DEL00549,,5.63,Standard,Carro,Congestionado,Ensolarado,Tarde,Seg-Qui,6,1,No,Yes,Urbana,2.35,5.55,26.31
DEL01528,,,Economy,Van,,Ensolarado,Manhã,Sexta,4,2,No,No,  Urbana ,2.92,5.09,31.83
DEL01323,13.15,3.9,Standard,Moto,Alto,Nublado,Manhã,Sexta,7,3,No,No,Suburbana,3.94,5.2,19.29
DEL00131,25.18,6.93,Express,Moto,Baixo,Nublado,Madrugada,Sexta,9,8,No,No,Suburbana,2.74,6.37,13.52
DEL00095,25.73,,Standard,Moto,,Ensolarado,Tarde,Sexta,6,2,No,Yes,Urbana,2.84,5.4,16.44
DEL01156,7.94,4.81,Standard,Carro,Alto,Nublado,Noite,Seg-Qui,8,1,No,Yes,Urbana,2.93,6.08,14.59
DEL00806,19.62,5.82,Standard,Caminhão,Baixo,Nublado,Tarde,Seg-Qui,10,1,No,No,Urbana,,5.44,13.17
DEL01719,4.63,0.08,Express,Caminhão,,Nublado,Manhã,Sábado,10,1,Yes,No,Suburbana,3.04,6.44,4.83
DEL00572,27.32,2.98,Express,Carro,Médio,Nublado,Tarde,Sexta,8,3,Yes,No,Rural,2.68,6.3,12.97
DEL00768,18.78,,Standard,Moto,Médio,Ensolarado,Tarde,Seg-Qui,1,2,No,No,Suburbana,2.92,5.8,17.37
DEL00517,9.68,8.98,Standard,Carro,Médio,Chuva Leve,Noite,Sexta,5,3,Yes,No,Rural,2.69,5.88,13.46
DEL01665,15.32,3.78,Standard,Carro,Baixo,Nublado,Manhã,Seg-Qui,4,1,Yes,No,Suburbana,3.4,5.72,1.99
DEL00865,15.47,3.71,Economy,Moto,,Nublado,Manhã,Sexta,9,1,No,No,Suburbana,3.41,6.34,24.37
DEL00387,14.93,5.15,Standard,Moto,Alto,ensolarado,Tarde,Sexta,10,3,No,No,Urbana,3.41,5.61,21.63
DEL01043,16.52,7.93,Standard,Moto,Baixo,Nublado,Tarde,Seg-Qui,10,1,No,No,Suburbana,2.78,4.86,7.95
DEL01263,3.63,8.7,Economy,Van,Alto,Ensolarado,Manhã,Sábado,,1,No,Yes,Urbana,3.18,5.96,32.88
DEL01794,10.07,5.74,Economy,Carro,Alto,Nublado,Noite,Seg-Qui,6,1,No,No,Urbana,3.74,6.25,27.34
DEL00554,2.97,5.42,Standard,Carro,Alto,Ensolarado,Tarde,Sexta,,3,No,Yes,Suburbana,2.86,5.84,22.25
DEL02202,13.28,6.55,Standard,Van,Alto,Chuva Leve,Tarde,Sábado,3,3,No,Yes,Urbana,2.92,5.5,31.23
DEL01150,6.45,3.52,Economy,Moto,Médio,Nublado,Madrugada,Sexta,3,2,Yes,Yes,Urbana,2.86,4.96,17.27
DEL01944,15.6,9.16,Economy,Carro,Alto,Chuva Forte,Manhã,Sexta,10,1,No,No,Urbana,3.11,5.51,36.52
DEL00002,7.52,0.13,Standard,Moto,Baixo,Ensolarado,Tarde,Seg-Qui,10,3,No,No,Suburbana,3.02,5.78,6.58
DEL02084,16.19,4.89,Standard,Moto,Alto,Ensolarado,Manhã,Seg-Qui,1,8,No,No,Urbana,2.48,7.62,25.94
DEL01202,2.44,8.6,Standard,Van,Baixo,Nublado,Tarde,Seg-Qui,0.5,3,No,Yes,Urbana,3.17,5.05,18.0
DEL00370,17.76,3.0,Economy,Caminhão,Alto,Chuva Leve,Manhã,Domingo,10,2,Yes,No,Suburbana,,5.71,28.85
DEL01295,14.1,6.47,Express,Caminhão,Alto,Chuva Forte,Madrugada,Seg-Qui,3,3,Yes,No,Urbana,3.45,5.59,22.54
DEL01184,11.19,4.89,Standard,Carro,Médio,Ensolarado,Manhã,Seg-Qui,4,2,Yes,No,Urbana,3.88,5.42,8.84
DEL01517,27.53,2.06,Economy,Moto,Médio,Ensolarado,Tarde,Sexta,1,2,No,No,Urbana,2.11,5.57,26.24
DEL00649,4.71,1.4,Economy,Carro,Baixo,Ensolarado,Tarde,Sexta,,1,No,Yes,Urbana,3.07,4.6,22.52
DEL01663,10.91,,Standard,Carro,Alto,Ensolarado,Tarde,Sexta,4,1,No,No,Urbana,,6.36,16.94
DEL01301,9.47,8.44,Standard,Moto,Alto,Chuva Leve,Tarde,Sexta,5,1,Yes,No,Urbana,3.28,6.04,16.6
DEL00083,22.78,1.85,Economy,  Carro ,Baixo,Ensolarado,Tarde,Seg-Qui,5,5,No,Yes,Suburbana,2.2,4.01,27.27
DEL00337,15.27,5.96,Express,Carro,Alto,Ensolarado,Manhã,Seg-Qui,6,3,No,no,Urbana,3.57,6.48,17.54
DEL01377,17.33,3.13,Standard,Van,Alto,Nublado,Manhã,Seg-Qui,4,1,No,Yes,Urbana,2.81,5.16,22.85
DEL02290,1.41,9.49,Express,Carro,Médio,Nublado,Manhã,Seg-Qui,1,2,No,Yes,Urbana,2.14,5.33,12.61
DEL01605,17.54,7.19,Economy,Moto,,Chuva Leve,Madrugada,Sexta,7,3,No,No,Urbana,3.17,4.1,34.27
DEL00920,25.71,0.42,Economy,Caminhão,Baixo,Ensolarado,Tarde,Seg-Qui,5,4,Yes,No,Rural,3.67,5.24,22.16
DEL00109,18.35,2.22,Standard,Moto,Médio,Chuva Leve,Tarde,Domingo,5,4,No,No,Urbana,3.13,5.34,17.92
DEL00584,21.2,5.1,Express,Van,Médio,Ensolarado,Madrugada,Seg-Qui,7,2,No,No,Urbana,3.08,5.81,6.38
DEL01166,18.44,4.69,Economy,Moto,Médio,Nublado,Tarde,Seg-Qui,2,1,Yes,No,Urbana,2.96,5.19,17.04
DEL00969,14.41,0.91,Standard,Carro,,Ensolarado,Manhã,Seg-Qui,3,2,No,No,Urbana,2.43,4.9,15.78
DEL00971,12.47,6.81,Economy,Moto,Baixo,Ensolarado,tarde,Seg-Qui,8,2,No,Yes,Suburbana,2.34,4.8,19.31
DEL00871,7.92,2.36,Standard,  Moto ,Médio,Nublado,Noite,Seg-Qui,7,2,Yes,No,Urbana,2.37,3.87,9.87
DEL01642,15.8,,Standard,Caminhão,,Nublado,Tarde,Seg-Qui,3,2,No,No,Rural,3.38,5.73,26.53
DEL01823,15.93,11.11,Economy,Carro,Alto,Chuva Leve,Madrugada,Seg-Qui,3,2,Yes,No,Urbana,1.75,5.4,30.39
DEL02119,13.96,6.12,Standard,Van,,Ensolarado,Madrugada,Seg-Qui,5,2,Yes,Yes,Suburbana,3.12,4.97,9.34
DEL01102,,4.01,Economy,Carro,Médio,Ensolarado,Manhã,Seg-Qui,8,2,Yes,No,Urbana,2.61,4.79,15.03
DEL02246,3.08,9.07,Express,Carro,Baixo,Chuva Leve,Tarde,Domingo,0.5,2,Yes,No,Urbana,3.77,5.51,5.13
DEL01651,19.64,1.78,Standard,Caminhão,Alto,Nublado,Manhã,Sábado,3,3,No,No,Urbana,2.76,5.39,28.98
DEL01362,7.29,0.7,Standard,Carro,Alto,Nublado,Manhã,Seg-Qui,,3,No,No,Suburbana,,6.07,17.42
DEL02463,30.36,6.45,Standard,Carro,Baixo,Chuva Leve,Tarde,Seg-Qui,5,4,yes,No,Urbana,1.89,3.76,12.33
DEL01399,22.05,5.35,Economy,Carro,Médio,Chuva Leve,Noite,Domingo,,2,No,No,Urbana,2.45,6.26,27.22
DEL00194,15.98,8.41,Standard,Moto,Baixo,Ensolarado,Madrugada,Seg-Qui,2,4,Yes,Yes,Suburbana,2.07,5.67,6.1
DEL00708,13.09,3.94,Economy,Van,Médio,Ensolarado,Tarde,Seg-Qui,1,1,No,No,Suburbana,2.87,5.96,24.57
DEL01325,37.74,5.76,Standard,Moto,Alto,Nublado,Madrugada,Seg-Qui,0.5,3,No,No,Urbana,2.16,5.05,21.31
DEL01108,5.3,12.37,Standard,Carro,Alto,Chuva Forte,Tarde,Sábado,1,1,No,No,Urbana,3.35,6.15,34.73
DEL02004,11.75,5.4,Standard,Van,Baixo,Tempestade,Tarde,Sexta,1,1,Yes,Yes,Urbana,3.76,5.14,25.68
DEL00229,17.79,2.02,Standard,Van,Médio,Chuva Leve,Madrugada,Seg-Qui,9,2,No,Yes,Urbana,,,14.16
DEL01974,5.65,7.53,Express,Carro,Baixo,Nublado,Tarde,Seg-Qui,3,5,No,No,Urbana,2.72,5.63,11.5
DEL02069,16.44,0.46,Standard,Carro,Baixo,Chuva Leve,Noite,Sexta,4,2,Yes,No,Urbana,3.49,5.15,6.84
DEL01105,35.03,6.1,Standard,Caminhão,Baixo,Chuva Leve,Manhã,Seg-Qui,8,4,Yes,Yes,Suburbana,2.94,5.86,18.65
DEL00363,8.08,3.69,Standard,Moto,Médio,Ensolarado,Tarde,Seg-Qui,6,1,No,Yes,Urbana,3.58,4.89,9.07
DEL02494,6.19,5.91,Standard,Van,Médio,Chuva Forte,Manhã,Seg-Qui,4,1,Yes,No,Urbana,3.41,6.18,15.67
DEL00968,,6.38,Standard,Carro,Médio,Ensolarado,Tarde,Sábado,6,1,No,No,Urbana,2.15,5.99,14.39
DEL00279,21.31,7.84,Express,Carro,Baixo,Ensolarado,Manhã,Seg-Qui,4,3,Yes,No,Urbana,2.58,7.85,3.38
DEL01020,28.16,4.22,Standard,Van,Alto,Ensolarado,Madrugada,Sábado,5,1,No,No,Rural,2.02,6.31,20.63
DEL02375,27.28,4.25,Standard,Van,Baixo,Ensolarado,Tarde,Seg-Qui,3,2,No,No,Urbana,2.65,6.24,15.12
DEL02387,14.95,4.09,Express,Carro,Alto,Ensolarado,Madrugada,Seg-Qui,,1,Yes,Yes,Urbana,2.28,5.69,5.94
DEL02502,10.33,5.66,Standard,Caminhão,Alto,Chuva Leve,Manhã,Seg-Qui,,1,No,No,Urbana,2.76,4.89,25.46
DEL00252,6.82,11.81,Express,Van,Médio,Ensolarado,Manhã,Sexta,5,3,No,No,Urbana,2.66,4.34,11.3
DEL00970,3.04,1.05,Standard,Carro,Médio,Ensolarado,Manhã,Seg-Qui,4,3,No,No,Urbana,2.51,5.8,10.04
DEL01848,8.58,2.31,Economy,Carro,Médio,Chuva Forte,Manhã,Domingo,3,3,No,No,Urbana,2.48,5.96,29.46
DEL02257,35.41,5.71,Standard,Van,Baixo,Ensolarado,Tarde,Seg-Qui,,4,Yes,No,Urbana,2.8,5.11,17.39
DEL00104,6.7,4.52,Economy,Van,,Nublado,Tarde,Seg-Qui,0.5,4,No,No,Suburbana,,6.81,32.91
DEL00717,21.8,1.16,Express,Moto,Médio,  Chuva Leve ,Tarde,Sexta,7,1,No,No,Suburbana,3.48,6.76,9.64
DEL02023,8.36,6.95,  Economy ,Carro,Baixo,Nublado,Tarde,Seg-Qui,4,8,No,Yes,Urbana,2.34,5.63,30.85
DEL02145,0.98,0.46,Standard,Carro,Alto,Nublado,Manhã,Seg-Qui,5,3,Yes,Yes,Rural,3.11,5.68,13.41
DEL01281,1.86,2.85,Standard,Carro,Baixo,Nublado,Manhã,Domingo,0.5,2,Yes,No,Suburbana,3.47,6.56,4.61
DEL00945,17.01,5.74,Standard,Carro,Baixo,Ensolarado,Manhã,Seg-Qui,2,2,No,Yes,Suburbana,3.07,3.8,16.71
DEL00917,7.72,1.11,Standard,Carro,Alto,Nublado,Manhã,Seg-Qui,10,2,No,No,Suburbana,1.96,5.47,12.58
DEL00256,21.71,4.52,Express,Carro,Baixo,Chuva Forte,Madrugada,Seg-Qui,3,3,No,No,Suburbana,3.47,6.74,13.53
DEL00654,19.38,4.61,Standard,Caminhão,,Ensolarado,Manhã,Sexta,8,2,Yes,No,Urbana,3.74,5.47,18.09
DEL02384,17.9,56.78,Economy,Carro,Baixo,Ensolarado,Noite,Seg-Qui,5,3,No,No,Rural,2.85,5.27,19.51
DEL00446,14.37,2.99,Economy,Van,,Ensolarado,Tarde,Sexta,6,2,No,No,Urbana,3.59,6.15,30.39
DEL02024,22.47,6.85,Economy,Moto,Médio,Chuva Leve,Tarde,Seg-Qui,4,8,No,No,Urbana,1.83,6.22,37.21
DEL01338,24.31,4.92,Standard,Moto,Alto,Ensolarado,Manhã,Sexta,0.5,2,No,No,Urbana,3.27,5.2,19.27
DEL00544,9.52,4.12,Economy,Moto,Alto,Ensolarado,Tarde,Seg-Qui,5,4,Yes,No,Urbana,2.43,6.68,24.74
DEL02059,17.57,4.21,Standard,Van,Alto,Chuva Forte,Madrugada,Sábado,8,2,Yes,Yes,Urbana,2.11,6.95,24.12
DEL00162,12.32,5.94,Standard,Caminhão,Alto,Chuva Leve,Tarde,Seg-Qui,6,2,No,No,Suburbana,2.39,6.09,28.06
DEL00803,15.55,1.57,Standard,Moto,Médio,Ensolarado,Tarde,Seg-Qui,4,1,No,No,Urbana,2.73,5.28,10.49
DEL00359,15.01,7.73,Standard,Carro,,Ensolarado,Manhã,Sábado,3,1,No,no,Suburbana,3.15,6.35,16.35
DEL01737,8.43,3.95,Express,Van,Médio,Ensolarado,Tarde,Seg-Qui,1,2,No,Yes,Suburbana,2.8,4.5,7.73
DEL01513,17.94,7.75,Express,Carro,Baixo,Ensolarado,Tarde,Sexta,6,2,No,No,Suburbana,2.08,4.1,10.21
DEL01990,35.54,10.46,Economy,Van,Alto,Chuva Leve,Manhã,Sexta,2,4,Yes,No,Urbana,3.05,5.12,38.45
DEL01342,23.35,2.63,Standard,Moto,Baixo,Ensolarado,Tarde,Sábado,4,1,No,No,Urbana,3.46,4.88,10.99
DEL00066,23.45,7.79,Standard,Van,,Nublado,Manhã,Seg-Qui,3,1,No,No,Suburbana,3.24,7.0,20.57
DEL01971,12.9,2.69,Standard,Carro,,Chuva Leve,Tarde,Sexta,7,4,Yes,No,Urbana,3.08,5.43,15.69
DEL00563,15.62,4.75,Standard,Moto,Médio,Ensolarado,Tarde,Seg-Qui,2,1,No,Yes,Urbana,2.7,6.03,12.2
DEL00220,0.26,1.18,Standard,Carro,Médio,Ensolarado,Tarde,Sexta,6,8,No,Yes,Urbana,3.28,6.25,26.77
DEL02458,25.68,8.57,Economy,Moto,Médio,Ensolarado,Madrugada,Sexta,5,3,No,No,Urbana,,5.44,24.25
DEL02429,27.03,6.16,Standard,Moto,Alto,Chuva Forte,manhã,Sábado,3,2,No,No,Urbana,3.32,4.42,28.57
DEL01550,33.11,7.9,Economy,Van,Baixo,Ensolarado,Tarde,Sábado,5,4,No,Yes,Rural,2.66,5.04,33.37
DEL01305,12.72,,Express,Van,Alto,Ensolarado,Manhã,Sábado,0.5,1,Yes,No,Suburbana,3.88,6.13,15.83
DEL01531,22.71,9.69,Standard,Caminhão,Médio,Ensolarado,Tarde,Seg-Qui,7,1,Yes,No,Urbana,2.87,5.8,17.84
DEL00753,2.65,5.22,Standard,Carro,Alto,Ensolarado,Tarde,Domingo,3,3,Yes,No,Urbana,3.28,,15.0
DEL01457,4.24,9.58,Express,Moto,Médio,Ensolarado,Tarde,Sábado,3,2,No,Yes,Suburbana,2.92,6.34,11.29
DEL01274,19.58,7.82,Standard,Carro,Alto,Ensolarado,Tarde,Sexta,8,3,No,Yes,Suburbana,3.09,6.32,25.26
DEL00253,12.34,,standard,Carro,Baixo,Ensolarado,Manhã,Sábado,10,1,Yes,No,Urbana,2.59,5.45,3.37
DEL01181,6.73,1.12,Standard,Carro,Médio,Ensolarado,Tarde,Seg-Qui,4,2,No,No,Urbana,4.01,4.55,13.42
DEL02269,13.72,4.73,Economy,Van,Alto,Ensolarado,Tarde,Domingo,9,2,Yes,No,Suburbana,2.62,5.81,26.93
DEL02046,4.3,5.26,Standard,Carro,Baixo,Nublado,Noite,Seg-Qui,4,4,No,No,Rural,3.01,5.39,14.64
DEL01532,10.73,3.08,Economy,Carro,Alto,Nublado,Noite,Seg-Qui,2,2,No,Yes,Urbana,3.82,6.31,31.54
DEL02224,4.89,,Standard,Van,Médio,Nublado,Noite,Seg-Qui,0.5,1,No,No,  Suburbana ,2.82,4.74,17.9
DEL01705,,7.55,Standard,Moto,Baixo,Chuva Forte,Manhã,Domingo,10,4,No,No,Suburbana,2.91,5.05,17.35
DEL00119,12.71,6.16,Standard,Moto,Alto,Chuva Leve,Manhã,Seg-Qui,5,1,No,Yes,Suburbana,2.91,5.08,14.32
DEL01553,14.14,2.63,Standard,Carro,Baixo,Nublado,Tarde,Sábado,7,5,No,Yes,Urbana,3.13,6.29,17.18
DEL00471,1.68,10.33,Economy,Carro,Médio,Ensolarado,Manhã,Sábado,3,2,No,No,Suburbana,2.93,5.71,26.98
DEL00884,5.67,4.05,Standard,Van,Médio,Ensolarado,Tarde,Domingo,8,3,No,No,Urbana,2.71,5.28,18.5
DEL01985,18.27,7.9,Economy,Carro,Congestionado,Ensolarado,Manhã,Sábado,4,1,No,No,Rural,3.46,6.91,37.88
DEL01125,0.52,2.51,  Standard ,Moto,Alto,Ensolarado,Manhã,Seg-Qui,5,2,No,No,Urbana,2.46,5.73,9.16
DEL02324,29.19,0.51,Economy,Carro,,Ensolarado,Noite,Sexta,0.5,3,No,No,Suburbana,2.65,6.87,25.04
DEL02434,8.54,4.69,Economy,Carro,Médio,Ensolarado,Tarde,Domingo,4,2,No,No,Rural,3.85,4.71,23.01
DEL01257,25.3,7.28,Express,Van,Alto,Chuva Leve,Noite,Sexta,4,1,No,No,Suburbana,4.45,5.11,24.25
DEL02507,17.73,7.37,Express,Carro,Alto,Chuva Leve,  Manhã ,Seg-Qui,7,2,No,No,Urbana,2.65,5.24,17.72
DEL00716,37.85,5.51,Standard,Carro,,Ensolarado,Manhã,Domingo,1,1,No,Yes,Rural,3.73,5.84,20.63
DEL01981,2.56,,Express,Carro,Alto,Nublado,Tarde,Sábado,0.5,2,Yes,No,Suburbana,3.3,6.85,13.55
DEL00023,6.68,4.57,Express,Carro,Médio,Ensolarado,Manhã,Sexta,6,4,Yes,No,Rural,2.9,5.22,6.75
DEL02115,15.88,6.1,Economy,Caminhão,Médio,Ensolarado,Madrugada,Seg-Qui,0.5,2,Yes,No,Urbana,2.66,4.71,23.87
DEL01046,9.85,6.04,Standard,Carro,Alto,Chuva Leve,Tarde,Sexta,4,1,No,Yes,Suburbana,3.02,5.3,26.87
DEL00776,9.62,3.63,Express,Moto,Baixo,Ensolarado,Tarde,Sexta,3,1,No,No,Suburbana,2.74,5.09,2.99
DEL01964,22.33,,Economy,Van,Médio,Ensolarado,Manhã,Sábado,5,1,No,No,Urbana,,5.21,28.15
DEL01162,28.31,84.36,Standard,Moto,Alto,Ensolarado,Manhã,Seg-Qui,8,3,No,No,Suburbana,2.9,6.72,13.97
DEL01851,26.58,6.72,Economy,Carro,Baixo,Nublado,Manhã,Seg-Qui,9,2,Yes,Yes,Suburbana,3.17,6.38,19.64
DEL02211,26.2,8.75,Economy,Van,,Nublado,Manhã,Domingo,3,1,No,No,Urbana,3.24,6.58,27.14
DEL01259,8.46,7.05,Economy,Moto,Alto,Ensolarado,Madrugada,Sexta,5,2,Yes,Yes,Rural,3.06,3.94,18.06
DEL02337,8.49,4.58,economy,Moto,Alto,Nublado,Tarde,Sexta,7,2,No,Yes,Suburbana,,6.56,27.09
DEL00341,24.76,5.84,Standard,Carro,Médio,Tempestade,Noite,Seg-Qui,5,1,Yes,Yes,Urbana,2.57,5.14,24.68
DEL01744,40.43,1.89,Standard,Caminhão,Médio,Nublado,Noite,Sábado,0.5,1,Yes,No,Urbana,3.78,6.02,19.51
DEL02212,24.74,0.03,Standard,Carro,,Ensolarado,Manhã,Seg-Qui,5,3,No,Yes,Urbana,2.41,6.25,27.63
DEL02125,15.12,0.0,Economy,Moto,Congestionado,Nublado,Manhã,Sexta,9,1,Yes,Yes,Urbana,3.0,6.77,27.07
